"idnum","child_attend_kindergarten","povstatus","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1","c_neat_work_w3","c_curious_w3","c_interest_w3","f_youth_cor_w3","m_youth_cor_w3","f_quit_w4","m_quit_w4","father_fin_security_w234","mother_fin_security_w2345","hs_avg_score","child_edu_level","fparents_edustatus_w2345","mparents_edustatus_w2345"
1218,"yes","high-income",NA,NA,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",25,26,NA,NA,NA,NA,NA,NA,"no","No","Yes",1,NA,"Neither parent attended college","Neither parent attended college"
1219,"yes","low-income",NA,4,NA,"Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"Yes",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","Neither parent attended college"
1220,"yes","high-income",6,NA,"Just enough","Not enough","Male","No","At least one parent attended college","black","black",NA,"No","No",31,45,NA,NA,NA,NA,NA,NA,NA,"No","Yes",3,"Some college, tech","Neither parent attended college","At least one parent attended college"
1221,"yes","low-income",1,1,"Not enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",38,45,NA,NA,"Not true","yes","no",NA,NA,"Yes","Yes",3.75,"Completed high school","Neither parent attended college","Neither parent attended college"
1222,"yes","high-income",6,NA,"Some","Just enough","Female","Yes","Neither parent attended college","black","black","Yes","No","No",30,45,NA,NA,"Not true","no","no",NA,NA,"Yes","No",3,"Completed high school",NA,NA
1223,"yes","low-income",NA,NA,NA,NA,"Male","No","Neither parent attended college","black","black",NA,NA,"No",23,25,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",2,"Some college, tech",NA,"At least one parent attended college"
1224,"yes","high-income",6,1,"Just enough","Just enough","Female","No","At least one parent attended college","black","white","Yes","No","No",27,23,NA,NA,NA,NA,NA,NA,NA,"No","Yes",NA,NA,"At least one parent attended college","At least one parent attended college"
1225,"yes","low-income",NA,1,"Not enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",20,22,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",3.25,"Completed high school","At least one parent attended college","Neither parent attended college"
1226,"yes","low-income",NA,2,NA,"Some","Female","Yes","Neither parent attended college","black","black","Yes","No",NA,19,NA,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",3,"Some college, tech",NA,"At least one parent attended college"
1227,"yes","high-income",NA,9,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",33,34,NA,NA,NA,NA,NA,NA,NA,"No","No",3.5,"Some college, tech","At least one parent attended college","At least one parent attended college"
1228,"yes","high-income",7,6,"Not enough","Not enough","Male","No","At least one parent attended college","black","black","Yes","No","No",20,22,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.25,"Completed high school","At least one parent attended college","At least one parent attended college"
1229,NA,"low-income",4,NA,"Not enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,"no","low-income",NA,1,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",39,25,NA,NA,"Not true","yes",NA,NA,NA,"No","No",2.75,"Completed high school","Neither parent attended college","Neither parent attended college"
1231,"yes","high-income",7,7,"Just enough","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",27,29,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2,"Some college, tech","At least one parent attended college","At least one parent attended college"
1232,NA,"low-income",6,2,"Some","Just enough","Male","No","At least one parent attended college","white","black",NA,"No","No",19,39,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
1233,"yes","low-income",NA,3,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"Yes",NA,21,NA,NA,NA,"Not true","yes",NA,NA,NA,"Yes","Yes",1.25,"Less than high school","Neither parent attended college","At least one parent attended college"
1234,"yes","high-income",8,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",34,34,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3.75,"Some college, tech","At least one parent attended college","Neither parent attended college"
1235,"yes","high-income",8,8,"Some","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",28,29,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3.5,"Completed college/grad","At least one parent attended college","At least one parent attended college"
1236,"yes","low-income",7,2,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,31,NA,NA,NA,NA,NA,NA,NA,"No","No",3,"Some college, tech","Neither parent attended college","Neither parent attended college"
1237,NA,"high-income",NA,NA,NA,"Some","Female",NA,"At least one parent attended college","black","white",NA,"No",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"At least one parent attended college"
1238,"yes","low-income",5,3,"Just enough","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",29,28,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2,"Less than high school","Neither parent attended college","Neither parent attended college"
1239,NA,"high-income",NA,9,NA,"Some","Male","No","At least one parent attended college","white","white",NA,"No",NA,39,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"At least one parent attended college","Neither parent attended college"
1240,NA,"high-income",NA,7,NA,"Just enough","Female","No","At least one parent attended college","black","black","Yes","No",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"At least one parent attended college"
1241,"no","low-income",NA,6,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",19,19,NA,NA,"Not true",NA,NA,"no",NA,"Yes","Yes",3.75,NA,"Neither parent attended college","At least one parent attended college"
1242,"yes","low-income",8,3,"Some","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",20,30,NA,NA,"Somewhat or sometimes true","no",NA,NA,NA,"Yes","Yes",2.75,"Some college, tech","Neither parent attended college","Neither parent attended college"
1243,"no","high-income",3,7,"Some","Just enough","Male","No","Neither parent attended college","white","hispanic",NA,"No","No",19,19,NA,NA,"Not true",NA,NA,NA,"no","No","No",3.75,"Completed high school",NA,"At least one parent attended college"
1244,"yes","low-income",2,1,"Not enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",17,19,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Neither parent attended college",NA
1246,"yes","low-income",4,4,"Just enough","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",22,21,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
1247,NA,"low-income",5,5,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",20,29,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"At least one parent attended college"
1248,"yes","high-income",NA,6,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,30,NA,NA,NA,NA,NA,NA,NA,"no","Yes","No",2.5,"Completed high school",NA,"Neither parent attended college"
1249,NA,"low-income",NA,4,NA,"Just enough","Female","No","At least one parent attended college","black","black",NA,"No",NA,19,NA,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Neither parent attended college"
1250,"yes","high-income",NA,8,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"Yes",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",3.25,"Completed high school",NA,"At least one parent attended college"
1251,NA,"low-income",8,5,"Some","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,"yes","high-income",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",32,32,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3.25,"Completed college/grad","At least one parent attended college","At least one parent attended college"
1253,NA,"high-income",8,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,"yes","low-income",1,3,"Not enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",35,30,"Somewhat or sometimes true","Somewhat or sometimes true","Not true",NA,NA,NA,"no","No","No",2.75,"Some college, tech","Neither parent attended college","Neither parent attended college"
1255,"no","high-income",4,8,"Just enough",NA,"Female","No","At least one parent attended college","black","hispanic",NA,"No","No",22,22,"Somewhat or sometimes true","Somewhat or sometimes true","Not true",NA,NA,NA,NA,"Yes","Yes",2,"Some college, tech",NA,"At least one parent attended college"
1256,NA,"low-income",NA,3,"Some",NA,"Female","No","Neither parent attended college","white","hispanic",NA,"No","No",18,21,NA,NA,NA,NA,NA,NA,NA,NA,"No",3.75,"Some college, tech",NA,"Neither parent attended college"
1257,"no","low-income",1,1,"Just enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",21,24,NA,NA,"Somewhat or sometimes true","no",NA,NA,NA,"Yes","Yes",2.5,"Less than high school",NA,"Neither parent attended college"
1258,NA,"low-income",NA,1,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"No",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,"yes","low-income",4,1,"Not enough",NA,"Male","No","Neither parent attended college","black","black","Yes","No","No",19,30,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,"Yes","Yes",3,"Completed high school","Neither parent attended college","At least one parent attended college"
1260,"yes","low-income",7,6,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",31,31,NA,NA,NA,NA,NA,NA,NA,"No","No",3.25,"Completed high school","Neither parent attended college","Neither parent attended college"
1261,"yes","high-income",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",22,23,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.75,"Some college, tech","At least one parent attended college","At least one parent attended college"
1262,"yes","high-income",NA,8,NA,"Just enough","Male","No","Neither parent attended college","white","hispanic",NA,"No",NA,31,NA,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",2.66666666666667,"Some college, tech",NA,"At least one parent attended college"
1263,"no","high-income",6,8,"Some","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",32,31,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.75,"Some college, tech","Neither parent attended college","At least one parent attended college"
1264,"yes","high-income",7,6,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",25,28,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",3.66666666666667,"Some college, tech","Neither parent attended college","Neither parent attended college"
1265,"no","high-income",NA,1,NA,"Not enough","Female","No","Neither parent attended college","black","black","Yes","No","No",20,29,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2.25,"Completed high school","At least one parent attended college","Neither parent attended college"
1266,"no","high-income",NA,1,"Just enough","Just enough","Male","No","At least one parent attended college","white","black","No","No","No",26,28,NA,NA,"Not true",NA,NA,NA,"no","No","No",2.5,"Completed high school","At least one parent attended college","Neither parent attended college"
1267,"yes","high-income",7,7,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",39,48,NA,NA,NA,NA,NA,NA,NA,"Yes","No",2.25,"Some college, tech","Neither parent attended college","Neither parent attended college"
1268,"yes","low-income",7,1,"Some","Not enough","Female","No","At least one parent attended college","black","black",NA,"No","No",20,23,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","Yes",2,"Less than high school","At least one parent attended college","At least one parent attended college"
1269,"yes","high-income",7,NA,"Not enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",35,34,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.5,"Some college, tech","At least one parent attended college","Neither parent attended college"
1270,"yes","low-income",NA,1,NA,"Some","Female","No","Neither parent attended college","black","black",NA,"No",NA,27,NA,NA,NA,"Very true or often true",NA,NA,NA,NA,"No","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
1271,"yes","high-income",8,6,"Just enough","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",27,39,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","At least one parent attended college"
1272,NA,"low-income",4,2,"Some",NA,"Female","No","At least one parent attended college",NA,"black","Yes","No","No",25,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,"high-income",9,9,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",34,35,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"At least one parent attended college"
1274,"yes","low-income",3,3,"Just enough","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",32,35,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","Yes",2.75,NA,"At least one parent attended college","Neither parent attended college"
1275,"yes","high-income",7,NA,"Just enough","Not enough","Female","No","At least one parent attended college","black","black",NA,"No","No",25,28,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"At least one parent attended college",NA
1276,"yes","low-income",NA,4,"Some",NA,"Female","Yes","Neither parent attended college","hispanic","hispanic",NA,"No","No",18,23,"Somewhat or sometimes true","Very true or often true","Not true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
