"idnum","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1"
"0716",1,1,"Not enough","Just enough","Female","No","Neither parent attended college","white","hispanic",NA,"No","No",29,19
"0717",5,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,20
"0718",NA,1,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,27,NA
"0719",3,3,"Some","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",19,19
"0720",8,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",31,32
"0721",NA,6,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"No",NA,29,NA
"0722",NA,NA,"Some",NA,"Female","No","Neither parent attended college","black","black","No","No","No",21,34
"0723",NA,3,NA,"Not enough","Male","No","Neither parent attended college","hispanic","white",NA,"Yes",NA,23,NA
"0724",4,NA,"Just enough","Some","Male","No","Neither parent attended college","white","white",NA,"No","No",22,23
"0725",8,4,"Just enough","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",29,31
"0726",8,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",30,35
"0727",6,5,"Some","Not enough","Female","No","At least one parent attended college",NA,"hispanic",NA,"No","No",26,27
"0728",7,3,"Some","Just enough","Male","No","At least one parent attended college","black","black","No","No","No",25,22
"0729",3,3,"Just enough","Not enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","Yes",19,21
"0730",8,8,"Not enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",37,40
"0731",NA,2,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,23,NA
"0732",NA,1,"Some","Not enough","Female","No","Neither parent attended college","black","black","Yes","No","No",19,24
"0733",2,1,"Just enough","Some","Female","No","Neither parent attended college","white","black","Yes","No","No",19,29
"0734",6,NA,"Just enough","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",20,25
"0735",4,4,"Just enough","Not enough","Male","No","Neither parent attended college","hispanic","hispanic","No","Yes","Yes",21,23
"0736",7,6,"Some","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",20,29
"0737",7,9,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",28,38
"0738",NA,1,"Some","Just enough","Male","No","At least one parent attended college",NA,NA,"Yes","No","No",19,34
"0739",NA,2,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,24,NA
"0740",8,7,"Just enough","Just enough","Female","No","Neither parent attended college",NA,"hispanic",NA,"No","No",21,21
"0741",NA,NA,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,38
"0742",6,6,"Some","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",28,28
"0743",NA,NA,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",18,22
"0744",NA,6,"Just enough",NA,"Male","No","At least one parent attended college","white","white",NA,"No","No",27,28
"0745",4,4,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",17,24
"0746",NA,5,"Just enough","Just enough","Female","No","At least one parent attended college","hispanic","white",NA,"No","No",22,25
"0747",1,NA,"Not enough","Just enough","Female","No","At least one parent attended college",NA,NA,"Yes","No","No",19,20
"0748",NA,1,"Some","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,22
"0749",9,9,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",36,44
"0750",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,23,NA
"0751",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,19,NA
"0752",9,9,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",36,36
"0753",NA,2,NA,"Just enough","Female","No","Neither parent attended college",NA,"black","Yes","No",NA,25,NA
"0754",9,7,"Some","Some","Male","No","At least one parent attended college","white","white","Yes","No","No",42,36
"0755",9,9,"Some",NA,"Male","No","At least one parent attended college","hispanic","white",NA,"No","No",34,35
"0756",6,7,"Some","Just enough","Female","No","At least one parent attended college","black","black","Yes","No","No",20,31
"0757",7,7,"Some","Some","Male","No","At least one parent attended college",NA,"white",NA,"No","No",23,25
"0758",NA,NA,"Some","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",21,22
"0759",NA,1,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",22,38
"0760",NA,NA,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"No",NA,36,NA
"0761",NA,6,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",28,28
"0762",5,5,"Some","Some","Female","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",20,20
"0763",8,1,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","No",19,20
"0764",5,1,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",21,22
"0765",6,NA,"Just enough",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",25,37
"0766",NA,1,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,26,NA
"0767",3,6,"Some","Some","Male","No","Neither parent attended college","hispanic","black",NA,"No","No",23,34
"0768",8,8,"Some","Just enough","Female","No","At least one parent attended college","white","white",NA,"No","No",31,34
"0769",NA,NA,NA,NA,"Male","No","At least one parent attended college","black","black","No","No",NA,22,NA
"0770",NA,NA,NA,"Just enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,23,NA
"0771",4,3,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",29,28
"0772",NA,2,"Just enough","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",40,37
"0773",NA,5,NA,"Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,39,NA
"0774",NA,3,NA,"Just enough","Female","No","At least one parent attended college","black","black","Yes","No",NA,26,NA
"0775",NA,8,"Some","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","Yes",26,25
"0776",6,9,"Some","Not enough","Male","No","At least one parent attended college","white","white",NA,"No","No",38,37
"0777",4,NA,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",26,23
"0778",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",21,21
"0779",NA,2,NA,"Not enough","Female","No","Neither parent attended college","black","black","No","No",NA,25,NA
"0780",NA,1,NA,NA,"Male","No","Neither parent attended college","white","black",NA,"No",NA,20,NA
"0781",8,6,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",26,26
"0782",NA,1,"Not enough","Just enough","Male","Yes","Neither parent attended college","black","black","Yes","No","No",18,19
"0783",6,9,"Some","Not enough","Male","No","At least one parent attended college","black","black",NA,"No","No",26,25
"0784",7,NA,"Some","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,29
"0785",6,3,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",23,23
"0786",NA,1,NA,"Not enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,28,NA
"0787",1,7,"Not enough","Some","Male","No","At least one parent attended college","black","hispanic","Yes","No","No",23,23
"0788",3,1,"Just enough","Not enough","Male","No","Neither parent attended college","black","black","Yes","No","No",35,35
"0789",4,3,"Just enough",NA,"Female","Yes","Neither parent attended college","black","black",NA,NA,"No",25,27
"0790",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,28,NA
"0791",6,NA,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",21,26
"0792",NA,NA,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,24,NA
"0793",NA,6,NA,"Just enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,19,NA
"0794",NA,NA,"Just enough","Not enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","Yes",29,27
"0795",NA,NA,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","No","No","No",18,18
"0796",3,8,"Not enough","Some","Female","No","Neither parent attended college","white","white",NA,"No","No",34,44
"0797",NA,NA,"Just enough","Just enough","Female","No","At least one parent attended college",NA,NA,NA,"No","No",30,35
"0798",NA,2,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,20,NA
"0799",NA,1,NA,"Not enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,29,NA
"0800",7,6,"Just enough",NA,"Male","No","At least one parent attended college","white","white",NA,"No","No",20,19
"0801",NA,8,"Not enough","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",19,19
"0802",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",24,27
"0803",NA,5,"Not enough","Not enough","Male","No","Neither parent attended college","white","black",NA,"No","No",41,42
"0804",9,8,"Just enough","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",29,30
"0805",4,7,"Some","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",32,22
"0806",8,2,"Some","Some","Male","No","Neither parent attended college","black",NA,NA,"No","No",15,19
"0807",NA,NA,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,17
"0808",6,NA,"Just enough","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",29,45
"0809",NA,1,"Not enough","Not enough","Male","No","Neither parent attended college","black","black","No","No","No",19,21
"0810",8,NA,"Just enough","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,27
"0811",2,4,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",22,21
"0812",NA,1,"Just enough",NA,"Female","No","Neither parent attended college","black","black",NA,NA,"No",30,42
"0813",NA,3,NA,"Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,21,NA
"0814",NA,NA,"Just enough","Not enough","Male","No","At least one parent attended college","white",NA,"Yes","No","No",30,31
"0815",NA,6,NA,"Some","Male","No","At least one parent attended college","black","black","Yes","No",NA,26,NA
"0816",NA,5,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,27,NA
"0817",3,5,"Some","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",23,28
"0818",9,9,"Some","Just enough","Female","No","At least one parent attended college","white","white",NA,"No","No",35,39
"0819",9,8,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",32,30
"0820",7,6,"Some",NA,"Male","No","At least one parent attended college","hispanic","black",NA,"No","No",31,34
"0821",NA,NA,"Some","Not enough","Female","No","At least one parent attended college","hispanic","hispanic","Yes","Yes","Yes",27,32
"0822",NA,6,NA,"Some","Female","No","At least one parent attended college","black","black","Yes","No",NA,36,NA
"0823",8,9,"Some","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",23,24
"0824",7,7,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",20,23
"0825",5,3,"Not enough","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",29,32
"0826",3,NA,"Just enough","Not enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,18
"0827",5,NA,"Some","Just enough","Male","No","Neither parent attended college","black","black","No","No","No",23,21
"0828",NA,7,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,36,NA
