"idnum","cm1edu","cf1edu","cm1povca","cf1povca","povstatus","edustatus","f4b7a","m4b7a","child_attend_kindergarten"
"1307",1,2,2,4,"high-income","Neither parent attended college",-6,-5,NA
"1308",2,2,2,2,"low-income","Neither parent attended college",1,1,"yes"
"1309",1,1,1,1,"low-income","Neither parent attended college",-9,1,"yes"
"1310",1,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"1311",3,3,3,-9,"low-income","At least one parent attended college",-9,-6,NA
"1312",2,1,1,3,"low-income","Neither parent attended college",-6,1,"yes"
"1313",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"1314",3,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1315",3,1,2,2,"low-income","At least one parent attended college",-9,1,"yes"
"1316",2,2,1,1,"low-income","Neither parent attended college",2,2,"no"
"1317",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"1318",3,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1319",4,4,5,5,"high-income","At least one parent attended college",-6,2,"no"
"1320",1,1,4,4,"high-income","Neither parent attended college",-6,2,"no"
"1321",2,2,4,4,"high-income","Neither parent attended college",-6,-6,NA
"1322",2,3,3,3,"low-income","At least one parent attended college",-9,2,"no"
"1323",4,4,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1324",1,1,3,4,"high-income","Neither parent attended college",2,2,"no"
"1325",1,1,1,1,"low-income","Neither parent attended college",-6,-9,NA
"1326",2,-3,5,-9,"high-income","Neither parent attended college",-9,2,"no"
"1327",1,1,4,4,"high-income","Neither parent attended college",-9,1,"yes"
"1328",2,2,1,3,"low-income","Neither parent attended college",-6,-6,NA
"1329",1,1,4,4,"high-income","Neither parent attended college",-6,2,"no"
"1330",1,2,2,3,"low-income","Neither parent attended college",2,2,"no"
"1331",2,3,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"1332",2,1,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"1333",3,1,5,5,"high-income","At least one parent attended college",1,1,"yes"
"1334",1,2,1,4,"high-income","Neither parent attended college",-9,-5,NA
"1335",1,2,1,-9,"low-income","Neither parent attended college",-6,1,"yes"
"1336",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"1337",1,1,2,1,"low-income","Neither parent attended college",-9,-9,NA
"1338",2,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"1339",2,3,5,5,"high-income","At least one parent attended college",-6,-9,NA
"1340",2,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"1341",2,2,3,3,"low-income","Neither parent attended college",-6,2,"no"
"1342",1,1,3,5,"high-income","Neither parent attended college",-9,2,"no"
"1343",1,1,3,1,"low-income","Neither parent attended college",-9,-6,NA
"1344",3,2,3,-9,"low-income","At least one parent attended college",1,-6,"yes"
"1345",1,2,4,4,"high-income","Neither parent attended college",1,1,"yes"
"1346",1,2,1,2,"low-income","Neither parent attended college",-6,-5,NA
"1347",2,1,3,5,"high-income","Neither parent attended college",1,-6,"yes"
"1348",4,4,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1349",3,4,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1350",4,2,5,5,"high-income","At least one parent attended college",-6,2,"no"
"1351",3,2,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"1352",2,2,1,1,"low-income","Neither parent attended college",-9,-9,NA
"1353",2,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"1354",1,1,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"1355",1,2,3,4,"high-income","Neither parent attended college",-9,-9,NA
"1356",1,1,2,4,"high-income","Neither parent attended college",-9,-6,NA
"1357",2,2,4,4,"high-income","Neither parent attended college",-6,-6,NA
"1358",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"1359",1,1,1,1,"low-income","Neither parent attended college",-6,2,"no"
"1360",2,2,4,-9,"high-income","Neither parent attended college",-9,-5,NA
"1361",4,2,5,-9,"high-income","At least one parent attended college",-9,1,"yes"
"1362",2,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"1363",1,2,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"1364",1,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"1365",3,1,2,3,"low-income","At least one parent attended college",-6,-6,NA
"1366",1,1,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"1367",3,3,5,5,"high-income","At least one parent attended college",-9,1,"yes"
"1368",2,2,2,2,"low-income","Neither parent attended college",1,-9,"yes"
"1369",2,3,2,1,"low-income","At least one parent attended college",-6,-5,NA
"1370",1,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"1371",3,3,4,-9,"high-income","At least one parent attended college",-9,-6,NA
"1372",1,1,1,4,"high-income","Neither parent attended college",-6,-9,NA
"1373",3,3,4,3,"high-income","At least one parent attended college",-6,2,"no"
"1374",4,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"1375",1,1,3,1,"low-income","Neither parent attended college",-6,1,"yes"
"1376",3,3,1,1,"low-income","At least one parent attended college",-9,-9,NA
"1377",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1378",4,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"1379",4,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"1380",2,2,2,-9,"low-income","Neither parent attended college",-6,-5,NA
"1381",1,1,1,2,"low-income","Neither parent attended college",-9,2,"no"
"1382",3,2,3,5,"high-income","At least one parent attended college",-9,-9,NA
"1383",1,-3,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"1384",1,2,1,5,"high-income","Neither parent attended college",-9,-9,NA
"1385",1,1,4,3,"high-income","Neither parent attended college",-9,1,"yes"
"1386",2,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"1387",2,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
"1388",3,2,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1389",1,1,1,1,"low-income","Neither parent attended college",2,2,"no"
"1390",1,1,1,-9,"low-income","Neither parent attended college",1,-6,"yes"
"1391",3,3,2,3,"low-income","At least one parent attended college",1,-6,"yes"
"1392",4,4,4,4,"high-income","At least one parent attended college",-9,-9,NA
"1393",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"1394",1,1,1,2,"low-income","Neither parent attended college",-6,-6,NA
"1395",2,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1396",4,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1397",2,2,5,5,"high-income","Neither parent attended college",-6,-9,NA
"1398",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1399",3,2,3,5,"high-income","At least one parent attended college",2,-6,"no"
"1400",2,2,4,4,"high-income","Neither parent attended college",-9,-9,NA
"1401",2,2,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"1402",3,3,3,3,"low-income","At least one parent attended college",-9,-9,NA
"1403",3,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"1404",1,2,2,5,"high-income","Neither parent attended college",-6,1,"yes"
"1405",2,1,1,1,"low-income","Neither parent attended college",-6,2,"no"
"1406",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"1407",2,3,2,1,"low-income","At least one parent attended college",-9,-6,NA
"1408",2,2,1,5,"high-income","Neither parent attended college",-6,-5,NA
"1409",3,2,3,3,"low-income","At least one parent attended college",-6,-6,NA
"1410",4,-3,5,-9,"high-income","At least one parent attended college",-9,-9,NA
"1411",1,-3,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"1412",1,1,3,2,"low-income","Neither parent attended college",-6,-6,NA
"1413",2,1,1,3,"low-income","Neither parent attended college",-6,1,"yes"
"1414",2,3,2,2,"low-income","At least one parent attended college",2,2,"no"
"1415",3,4,4,5,"high-income","At least one parent attended college",-6,-6,NA
"1416",4,2,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1417",2,1,5,5,"high-income","Neither parent attended college",-6,-6,NA
"1418",2,3,4,4,"high-income","At least one parent attended college",-6,2,"no"
"1419",1,2,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"1420",2,2,3,4,"high-income","Neither parent attended college",-9,-6,NA
"1421",1,1,2,2,"low-income","Neither parent attended college",-6,2,"no"
"1422",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1423",2,1,4,3,"high-income","Neither parent attended college",2,-6,"no"
"1424",4,3,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"1425",1,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"1426",4,4,1,1,"low-income","At least one parent attended college",-9,1,"yes"
"1427",2,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"1428",2,3,3,3,"low-income","At least one parent attended college",-9,-9,NA
"1429",3,1,1,-9,"low-income","At least one parent attended college",-9,-6,NA
"1430",1,1,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"1431",1,2,1,-9,"low-income","Neither parent attended college",-9,2,"no"
"1432",3,3,4,-9,"high-income","At least one parent attended college",-9,1,"yes"
"1433",1,1,2,1,"low-income","Neither parent attended college",-6,-6,NA
"1434",3,1,1,-9,"low-income","At least one parent attended college",-9,-6,NA
"1435",1,1,2,4,"high-income","Neither parent attended college",2,-6,"no"
"1436",1,3,1,2,"low-income","At least one parent attended college",-6,1,"yes"
"1437",1,2,1,1,"low-income","Neither parent attended college",-6,-5,NA
"1438",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"1439",3,4,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1440",3,3,2,-9,"low-income","At least one parent attended college",-9,-9,NA
"1441",1,1,4,4,"high-income","Neither parent attended college",-9,-9,NA
"1442",2,3,4,4,"high-income","At least one parent attended college",-6,2,"no"
"1443",2,2,3,3,"low-income","Neither parent attended college",1,-6,"yes"
"1444",1,2,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"1445",4,4,5,5,"high-income","At least one parent attended college",2,1,"no"
"1446",1,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1447",2,2,1,-9,"low-income","Neither parent attended college",-6,1,"yes"
"1448",1,2,1,5,"high-income","Neither parent attended college",-6,1,"yes"
"1449",1,1,2,2,"low-income","Neither parent attended college",-6,-5,NA
"1450",2,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1451",1,1,1,2,"low-income","Neither parent attended college",-9,-6,NA
"1452",1,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"1453",1,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1454",2,2,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"1455",2,4,2,5,"high-income","At least one parent attended college",1,1,"yes"
"1456",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1457",2,3,2,5,"high-income","At least one parent attended college",2,2,"no"
"1458",2,1,1,5,"high-income","Neither parent attended college",-9,-6,NA
"1459",2,1,1,5,"high-income","Neither parent attended college",-9,-9,NA
"1460",1,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"1461",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"1462",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1463",1,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"1464",1,2,3,3,"low-income","Neither parent attended college",-6,-5,NA
"1465",4,4,4,4,"high-income","At least one parent attended college",1,1,"yes"
"1466",2,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"1467",2,3,2,3,"low-income","At least one parent attended college",-6,-6,NA
"1468",1,-3,5,-9,"high-income","Neither parent attended college",-9,-9,NA
"1469",4,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"1470",1,-3,2,-9,"low-income","Neither parent attended college",-9,2,"no"
"1471",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"1472",2,-3,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"1473",2,2,1,5,"high-income","Neither parent attended college",2,1,"no"
"1474",1,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"1475",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"1476",2,2,2,4,"high-income","Neither parent attended college",-6,-6,NA
"1477",2,2,1,1,"low-income","Neither parent attended college",-6,-6,NA
"1478",1,1,3,-9,"low-income","Neither parent attended college",-6,-9,NA
"1479",4,3,4,5,"high-income","At least one parent attended college",-6,-6,NA
"1480",3,2,5,5,"high-income","At least one parent attended college",-9,-6,NA
"1481",3,3,5,4,"high-income","At least one parent attended college",-9,-9,NA
"1482",3,1,5,3,"high-income","At least one parent attended college",1,-6,"yes"
"1483",2,2,5,5,"high-income","Neither parent attended college",2,2,"no"
"1484",1,1,1,1,"low-income","Neither parent attended college",-6,-9,NA
"1485",4,2,3,-9,"low-income","At least one parent attended college",-9,-9,NA
"1486",3,1,3,3,"low-income","At least one parent attended college",-6,-9,NA
"1487",3,2,5,5,"high-income","At least one parent attended college",1,1,"yes"
"1488",3,2,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1489",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"1490",4,4,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"1491",1,2,2,1,"low-income","Neither parent attended college",-6,-6,NA
"1492",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"1493",2,1,4,-9,"high-income","Neither parent attended college",-9,1,"yes"
"1494",2,2,1,4,"high-income","Neither parent attended college",2,2,"no"
"1495",2,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1496",1,1,2,2,"low-income","Neither parent attended college",2,-6,"no"
"1497",4,4,5,5,"high-income","At least one parent attended college",2,1,"no"
"1498",3,1,3,2,"low-income","At least one parent attended college",-9,-9,NA
"1499",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"1500",1,1,1,1,"low-income","Neither parent attended college",1,1,"yes"
"1501",3,2,3,-9,"low-income","At least one parent attended college",-9,1,"yes"
"1502",2,3,5,5,"high-income","At least one parent attended college",-9,1,"yes"
"1503",1,1,1,4,"high-income","Neither parent attended college",-9,2,"no"
"1504",1,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"1505",3,2,4,-9,"high-income","At least one parent attended college",-9,-6,NA
"1506",3,1,3,3,"low-income","At least one parent attended college",2,2,"no"
"1507",1,2,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"1508",3,2,4,3,"high-income","At least one parent attended college",-6,-6,NA
"1509",4,4,5,5,"high-income","At least one parent attended college",-9,2,"no"
"1510",2,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"1511",3,2,4,-9,"high-income","At least one parent attended college",-9,2,"no"
"1512",3,3,2,2,"low-income","At least one parent attended college",2,2,"no"
"1513",2,2,2,2,"low-income","Neither parent attended college",-9,-9,NA
"1514",2,1,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"1515",4,4,4,4,"high-income","At least one parent attended college",-6,-6,NA
"1516",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"1517",3,4,5,5,"high-income","At least one parent attended college",2,2,"no"
